[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,URL,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,생산기관
4021,국회기록보존소,국회연표,과기정위(한국과학기술원) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4022,국회기록보존소,국회연표,복지위(국립보건원) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4023,국회기록보존소,국회연표,행자위(충북도청) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4024,국회기록보존소,국회연표,정무위(국무조정실) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4025,국회기록보존소,국회연표,교육위(교육인적자원부) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4026,국회기록보존소,국회연표,문과위(문화관광부) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4027,국회기록보존소,국회연표,환노위(환경부) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4028,국회기록보존소,국회연표,과정위(과학기술부) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4029,국회기록보존소,국회연표,복지위(보건복지부) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4030,국회기록보존소,국회연표,산자위(산업자원부) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4031,국회기록보존소,국회연표,농해위(농림부) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4032,국회기록보존소,국회연표,과정위(정보통신부) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4033,국회기록보존소,국회연표,정무위(국민고충처리위) 국감 사진,,2003.09.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4034,국회기록보존소,국회연표,의장 주재 3당대표 오찬 사진,,2003.10.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4035,국회기록보존소,국회연표,노무현대통령 시정연설 사진,,2003.10.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4036,국회기록보존소,국회연표,김부겸 의원(한나라당·무소속·열린우리당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4037,국회기록보존소,국회연표,안택수 의원(한나라당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4038,국회기록보존소,국회연표,안상수 의원(한나라당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4039,국회기록보존소,국회연표,김무성 의원(한나라당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4040,국회기록보존소,국회연표,김광원 의원(한나라당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4041,국회기록보존소,국회연표,박주선 의원(새천년민주당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4042,국회기록보존소,국회연표,김학원 의원(자유민주연합) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4043,국회기록보존소,국회연표,이해찬 의원(열린우리당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4044,국회기록보존소,국회연표,함승희 의원(새천년민주당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4045,국회기록보존소,국회연표,전용원 의원(한나라당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4046,국회기록보존소,국회연표,김용균 의원(한나라당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4047,국회기록보존소,국회연표,이완구 의원(자유민주연합) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4048,국회기록보존소,국회연표,전갑길 의원(새천년민주당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4049,국회기록보존소,국회연표,이원창 의원(한나라당) 사진,,2003.10.17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4050,국회기록보존소,국회연표,김경재 의원(새천년민주당) 사진,,2003.10.20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4051,국회기록보존소,국회연표,권영세 의원(한나라당) 사진,,2003.10.20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4052,국회기록보존소,국회연표,권철현 의원(한나라당) 사진,,2003.10.20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4053,국회기록보존소,국회연표,윤여준 의원(한나라당) 사진,,2003.10.20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4054,국회기록보존소,국회연표,박원홍 의원(한나라당) 사진,,2003.10.20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4055,국회기록보존소,국회연표,안영근 의원(한나라당) 사진,,2003.10.20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4056,국회기록보존소,국회연표,정형근 의원(한나라당) 사진,,2003.10.20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4057,국회기록보존소,국회연표,홍재형 의원(새천년민주당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4058,국회기록보존소,국회연표,김동욱 의원(한나라당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4059,국회기록보존소,국회연표,권오을 의원(한나라당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4060,국회기록보존소,국회연표,심규철 의원(한나라당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4061,국회기록보존소,국회연표,김원길 의원(한나라당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4062,국회기록보존소,국회연표,권기술 의원(한나라당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4063,국회기록보존소,국회연표,장성원 의원(새천년민주당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4064,국회기록보존소,국회연표,안경률 의원(한나라당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4065,국회기록보존소,국회연표,조희욱 의원(자유민주연합) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4066,국회기록보존소,국회연표,강봉균 의원(새천년민주당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4067,국회기록보존소,국회연표,이희규 의원(새천년민주당) 사진,,2003.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4068,국회기록보존소,국회연표,조정무 의원(한나라당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4069,국회기록보존소,국회연표,김락기 의원(한나라당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4070,국회기록보존소,국회연표,정범구 의원(새천년민주당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4071,국회기록보존소,국회연표,박창달 의원(한나라당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4072,국회기록보존소,국회연표,김희선 의원(열린우리당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4073,국회기록보존소,국회연표,고흥길 의원(한나라당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4074,국회기록보존소,국회연표,김성순 의원(새천년민주당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4075,국회기록보존소,국회연표,원유철 의원(한나라당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4076,국회기록보존소,국회연표,홍준표 의원(한나라당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4077,국회기록보존소,국회연표,천정배 의원(새천년민주당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4078,국회기록보존소,국회연표,김기춘 의원(한나라당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4079,국회기록보존소,국회연표,조성준 의원(새천년민주당) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4080,국회기록보존소,국회연표,정진석 의원(자유민주연합) 사진,,2003.10.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4081,국회기록보존소,국회연표,조순영 새천년민주당 신임대표 사진,,2003.11.28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4082,국회기록보존소,국회연표,이미경 의원(새천년민주당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4083,국회기록보존소,국회연표,오세훈 의원(한나라당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4084,국회기록보존소,국회연표,이종걸 의원(새천년민주당·열린우리당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4085,국회기록보존소,국회연표,이원형 의원(한나라당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4086,국회기록보존소,국회연표,이재정 의원(새천년민주당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4087,국회기록보존소,국회연표,최병렬 의원(한나라당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4088,국회기록보존소,국회연표,이한동 국무총리 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4089,국회기록보존소,국회연표,김낙기 의원(한나라당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4090,국회기록보존소,국회연표,김성순 의원(새천년민주당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4091,국회기록보존소,국회연표,김문수 의원(한나라당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4092,국회기록보존소,국회연표,신기남 의원(새천년민주당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4093,국회기록보존소,국회연표,강숙자 의원(민주국민당) 사진,,2004.07.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4094,국회기록보존소,국회연표,저상버스시승식 사진2,,2005.01.11,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4095,국회기록보존소,국회연표,저상버스시승식 사진5,,2005.01.11,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4096,국회기록보존소,국회연표,저상버스시승식 사진1,,2005.01.11,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4097,국회기록보존소,국회연표,저상버스시승식 사진3,,2005.01.11,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4098,국회기록보존소,국회연표,저상버스시승식 사진4,,2005.01.11,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4099,국회기록보존소,국회연표,제252회국회(임시회)개회식사진3,,2005.02.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4100,국회기록보존소,국회연표,제252회국회(임시회)개회식사진1,,2005.02.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4101,국회기록보존소,국회연표,제252회국회(임시회)개회식사진2,,2005.02.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4102,국회기록보존소,국회연표,제252회국회(임시회)개회식사진4,,2005.02.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4103,국회기록보존소,국회연표,제252회국회(임시회)개회식사진5,,2005.02.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4104,국회기록보존소,국회연표,본회의 폐회 사진2,,2005.03.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4105,국회기록보존소,국회연표,본회의 폐회 사진1,,2005.03.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4106,국회기록보존소,국회연표,제1차 본회의 사진2,,2005.04.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4107,국회기록보존소,국회연표,제1차 본회의 사진3,,2005.04.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4108,국회기록보존소,국회연표,제1차 본회의 사진4,,2005.04.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4109,국회기록보존소,국회연표,제1차 본회의 사진1,,2005.04.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4110,국회기록보존소,국회연표,교섭단체대표연설 정세균의원 사진2,,2005.04.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4111,국회기록보존소,국회연표,교섭단체대표연설 정세균의원 사진3,,2005.04.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4112,국회기록보존소,국회연표,교섭단체대표연설 정세균의원 사진4,,2005.04.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4113,국회기록보존소,국회연표,교섭단체대표연설 정세균의원 사진1,,2005.04.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4114,국회기록보존소,국회연표,교섭단체대표연설 박근혜의원 사진1,,2005.04.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4115,국회기록보존소,국회연표,교섭단체대표연설 박근혜의원 사진2,,2005.04.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4116,국회기록보존소,국회연표,교섭단체대표연설 박근혜의원 사진3,,2005.04.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4117,국회기록보존소,국회연표,교섭단체대표연설 박근혜의원 사진4,,2005.04.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4118,국회기록보존소,국회연표,제6차 본회의 정두언의원 사진,,2005.04.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4119,국회기록보존소,국회연표,제6차 본회의 오제세의원 사진,,2005.04.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4120,국회기록보존소,국회연표,제6차 본회의 박찬석의원 사진,,2005.04.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4121,국회기록보존소,국회연표,제6차 본회의 박상돈의원 사진,,2005.04.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4122,국회기록보존소,국회연표,제6차 본회의 문석호의원 사진,,2005.04.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4123,국회기록보존소,국회연표,제7차 본회의 김형주의원 사진,,2005.04.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4124,국회기록보존소,국회연표,제7차 본회의 안영근의원 사진,,2005.04.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4125,국회기록보존소,국회연표,제7차 본회의 최재성의원 사진,,2005.04.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4126,국회기록보존소,국회연표,제7차 본회의 허천의원 사진,,2005.04.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4127,국회기록보존소,국회연표,제7차 본회의 김영숙의원 사진,,2005.04.14,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4128,국회기록보존소,국회연표,국회방송 사진1,,2005.05.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4129,국회기록보존소,국회연표,국회방송 사진2,,2005.05.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4130,국회기록보존소,국회연표,방송1주년사진1,,2005.05.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4131,국회기록보존소,국회연표,방송1주년사진2,,2005.05.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4132,국회기록보존소,국회연표,방송1주년사진3,,2005.05.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4133,국회기록보존소,국회연표,방송1주년사진5,,2005.05.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4134,국회기록보존소,국회연표,방송1주년사진4,,2005.05.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4135,국회기록보존소,국회연표,제1차 본회의 사진5,,2005.06.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4136,국회기록보존소,국회연표,제1차 본회의 사진1,,2005.06.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4137,국회기록보존소,국회연표,제1차 본회의 사진2,,2005.06.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4138,국회기록보존소,국회연표,제1차 본회의 사진3,,2005.06.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4139,국회기록보존소,국회연표,제1차 본회의 사진4,,2005.06.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4140,국회기록보존소,국회연표,제3차 본회의(통일.외교.안보) 황진하의원 사진,,2005.06.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4141,국회기록보존소,국회연표,제3차 본회의(통일.외교.안보) 남경필의원 사진,,2005.06.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4142,국회기록보존소,국회연표,제3차 본회의(통일.외교.안보) 송영길의원 사진,,2005.06.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4143,국회기록보존소,국회연표,제3차 본회의(통일.외교.안보) 이상경의원 사진,,2005.06.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4144,국회기록보존소,국회연표,제3차 본회의(통일.외교.안보) 이원영의원 사진,,2005.06.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4145,국회기록보존소,국회연표,제4차 본회의(경제) 심재엽의원 사진,,2005.06.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4146,국회기록보존소,국회연표,제4차 본회의(경제) 서상기의원 사진,,2005.06.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4147,국회기록보존소,국회연표,제4차 본회의(경제) 강기갑의원 사진,,2005.06.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4148,국회기록보존소,국회연표,제4차 본회의(경제) 유승희의원 사진,,2005.06.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4149,국회기록보존소,국회연표,제5차 본회의(사회.교육.문화) 안명옥의원 사진,,2005.06.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4150,국회기록보존소,국회연표,제5차 본회의(사회.교육.문화) 강기정의원 사진,,2005.06.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4151,국회기록보존소,국회연표,제5차 본회의(사회.교육.문화) 서갑원의원 사진,,2005.06.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4152,국회기록보존소,국회연표,제5차 본회의(사회.교육.문화) 정갑윤의원 사진,,2005.06.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4153,국회기록보존소,국회연표,제5차 본회의(사회.교육.문화) 홍미영의원 사진,,2005.06.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4154,국회기록보존소,국회연표,제5차 본회의(사회.교육.문화) 최순영의원 사진,,2005.06.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4155,국회기록보존소,국회연표,쌀관세화유예연장협상의실태규명을위한국정조사청문회사진1,,2005.06.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4156,국회기록보존소,국회연표,쌀관세화유예연장협상의실태규명을위한국정조사청문회사진2,,2005.06.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4157,국회기록보존소,국회연표,쌀관세화유예연장협상의실태규명을위한국정조사청문회사진3,,2005.06.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4158,국회기록보존소,국회연표,쌀관세화유예연장협상의실태규명을위한국정조사청문회사진5,,2005.06.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4159,국회기록보존소,국회연표,쌀관세화유예연장협상의실태규명을위한국정조사청문회사진4,,2005.06.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4160,국회기록보존소,국회연표,쌀관세화유예연장협상의실태규명을위한국정조사청문회사진6,,2005.06.13,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4161,국회기록보존소,국회연표,제1차 본회의 의사국 사진,,2005.07.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4162,국회기록보존소,국회연표,제1차 본회의 손봉숙의원 사진,,2005.07.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4163,국회기록보존소,국회연표,제1차 본회의 이윤성의원 사진,,2005.07.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4164,국회기록보존소,국회연표,제1차 본회의 김원기 국회의장 사진,,2005.07.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4165,국회기록보존소,국회연표,어린이국회사진5,,2005.07.15,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,행사 참가자 초상권 포함,국회사무처
4166,국회기록보존소,국회연표,어린이국회사진6,,2005.07.15,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,행사 참가자 초상권 포함,국회사무처
4167,국회기록보존소,국회연표,어린이국회사진4,,2005.07.15,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,행사 참가자 초상권 포함,국회사무처
4168,국회기록보존소,국회연표,어린이국회사진3,,2005.07.15,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,행사 참가자 초상권 포함,국회사무처
4169,국회기록보존소,국회연표,어린이국회사진7,,2005.07.15,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,행사 참가자 초상권 포함,국회사무처
4170,국회기록보존소,국회연표,어린이국회사진1,,2005.07.15,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,행사 참가자 초상권 포함,국회사무처
4171,국회기록보존소,국회연표,어린이국회사진2,,2005.07.15,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,행사 참가자 초상권 포함,국회사무처
4172,국회기록보존소,국회연표,행사 북측대표단 국회방문 사진1,,2005.08.16,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4173,국회기록보존소,국회연표,행사 북측대표단 국회방문 사진2,,2005.08.16,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4174,국회기록보존소,국회연표,행사 북측대표단 국회방문 사진3,,2005.08.16,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4175,국회기록보존소,국회연표,행사 북측대표단 국회방문 사진4,,2005.08.16,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4176,국회기록보존소,국회연표,행사 북측대표단 국회방문 사진5,,2005.08.16,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4177,국회기록보존소,국회연표,행사 북측대표단 국회방문 사진6,,2005.08.16,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4178,국회기록보존소,국회연표,디지털 본회의장 시연회(의장)사진1,,2005.08.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4179,국회기록보존소,국회연표,디지털 본회의장 시연회(의장)사진2,,2005.08.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
