한국영상자료원 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,부제,URL,기간/등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,1.0,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
61,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,한국여성감독 영화전,CRUSH/I m Ok/고양이를 부탁해/공주님의 짝사랑/그 집앞(Invisible Light)/낮은 목소리 1/물망초/물안경/미망인/미술관 옆 동물원/민며느리/사물의 기억/야곱의 사다리총 13 편,,2004.12.08.수 ~ 12.11.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,영화 기획전,
62,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,한국액션영화 시리즈 3 : 나를 사랑한 스파이,독사/동경의 무정가/동경특파원/무정의 네온가/여자형사 마리/케이라스의 황금/특별수사본부 <제2탄> 여대생 이난희사건/특별수사본부 기생 김소산/특별수사본부 김수임의 일생/황혼의 부르스/황혼의 제3부두/훼리호를 타라총 12 편,,2005.02.01.화 ~ 02.04.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,영화 기획전,
63,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,2월 클래식 한국영화 릴레이,검사와 여선생/독립전야/마음의 고향/막난이비사 (망나니비사)/양산도/운명의 손/자유만세/자유전선/피아골총 9 편,,2005.02.15.화 ~ 02.18.금,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,저작권 만료 영화,
64,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,2월 한국영화 시간여행: 3인3색 (강사: 김소영),명동잔혹사총 1 편,,2005.02.17.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
65,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,함께보는 파업전야,파업전야총 1 편,,2005.02.18.금,,미부착,,개방 가능,공공누리 1유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
66,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,광복60주년기념 해방영화와 친일영화 발굴공개: 해방의 기쁨과 억압의 흔적,군용열차/어화/조선 Tyosen: Tokyo and Peking Through Tyosen and Manchuria/지원병/집없는 천사/해방 뉴-쓰총 6 편,,2005.03.02.수 ~ 03.04.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
67,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,3월 클래식 한국영화 릴레이,격퇴(우리는 이렇게 싸웠다)/그 여자의 일생/불사조의 언덕/서울의 휴일/시집가는 날(일명:맹진사댁 경사)/자유부인/젊은 그들/청춘쌍곡선총 8 편,,2005.03.15.화 ~ 03.18.금,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,"1960년 이전 영화, 저작권 보호기간 만료",
68,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,3월 학술상영,하녀총 1 편,,2005.03.15.화,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,"하녀(1960년), 저작권 보호기간 만료",
69,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,3월 한국영화 시간여행: 3인3색 (강사: 허문영),쇠사슬을 끊어라총 1 편,,2005.03.17.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
70,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,김동원의 영화 세계와 독립다큐,명성 그 6일의 기록/상계동 올림픽총 2 편,,2005.03.18.금,,미부착,,개방 가능,공공누리 1유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
71,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,4월 클래식 한국영화 릴레이,고개를 넘으면/그 여자의 죄가 아니다/그대와 영원히/김삿갓/느티나무 있는 언덕/돈/모정/무영탑/백만장자가 되려면(원제:백만장자가 되면)/순애보/어느 여대생의 고백/자유결혼/종각(또 하나의 새벽을 그리며)/지옥화/진리의 밤(眞理의 밤)/촌색씨/풍운의 궁전/형제/화심총 19 편,,2005.04.04.월 ~ 04.22.금,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,"1960년 이전 영화, 저작권 보호기간 만료",
72,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,4월 학술상영,오발탄/현해탄은 알고 있다총 2 편,,2005.04.04.월 ~ 04.19.화,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,"1961년 오발탄, 현해탄을 알고 있다(1961년),  보호기간 만료",
73,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,4월 한국영화 시간여행: 3인3색 (강사: 정성일),황야의 독수리총 1 편,,2005.04.21.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
74,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,실험영화의 이해: 임창재 (감독초청),Org/눈물/미미/오버미(Over Me)총 4 편,,2005.04.22.금,,미부착,,개방 가능,공공누리 1유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
75,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,4월 청소년을 위한 특별상영회,말아톤총 1 편,,2005.04.30.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
76,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,동북아시아 청춘영화전,"대교하면 (大橋下面, Under the Bridge)/돌아온 사나이 (Returned Man)/맨발의 청춘 (Young with Naked Foot)/본명년 (本命年, Black Snow)/비녀정전 (飛女正傳, Teddy Girls)/소가 (小街, Narrow Street)/오인의 건달 (Five Scoundrels)/옥녀첨정 (玉女添丁, Young, Pregnant & Unmarried)/인생 (人生, Life)/재견아랑 (再見阿郞, Goodbye Darling)/창외 (外, Outside the Window)/청춘잔혹이야기 (靑春殘酷物語, Cruel Story of Youth)/청춘적 위험 (靑春的 危險, The Dangerous Youth)/초우 (An Early Rain)/태양의 계절 (太陽の季節, Season of the Sun)/햇빛 쏟아지는 언덕길 (陽のあたる坂道, A Slope in the Sun)총 16 편",,2005.05.02.월 ~ 05.07.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,"돌아온 사나이(1959), 햇빛쏟아지는 언덕길(1958), 청춘잔혹이야기(1960),태양의계절(1956), 제외 1963년 이후 작품",
77,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,5월 학술상영,고려장/장군의 수염총 2 편,,2005.05.03.화 ~ 05.17.화,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
78,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,5월 한국영화 시간여행: 3인3색 (강사: 허문영),귀로총 1 편,,2005.05.19.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
79,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,서울독립영화제2004 수상작,나와 인형놀이/남자다운 수다/배고픈 하루/세라진총 4 편,,2005.05.20.금,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,수상작 영화 로그인 후 VOD,
80,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,5월 청소년을 위한 특별상영회,철수♡영희(철수 영희)총 1 편,,2005.05.28.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
81,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,6월 학술상영,바보들의 행진/벽속의 여자총 2 편,,2005.06.07.화 ~ 06.21.화,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
82,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,6월 클래식 한국영화 릴레이,구름은 흘러도/독립협회와 청년 이승만/돌아온 사나이/동심초/로맨스빠빠/물망초/박서방/백사부인/비오는 날의 오후세시/사랑의 역사/여사장/왕자 미륵/울려고 내가 왔던가/유관순/이 생명 다하도록/이름없는 별들/자매의 화원/한말풍운과 민충정공(일명:혈죽)/흙총 19 편,,2005.06.08.수 ~ 06.24.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,모두 1960년 이전 작품,
83,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,6월 한국영화 시간여행: 3인3색 (강사: 김소영),육체의 고백총 1 편,,2005.06.23.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
84,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,최근 독립영화의 일경향: 최진성과 김종관의 영화들 (감독초청),누구를 위하여 총을 울리나/사랑하는 소녀/폴라로이드 작동법/히치하이킹총 4 편,,2005.06.24.금,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
85,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,6월 청소년을 위한 특별상영회,"제니, 주노총 1 편",,2005.06.25.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
86,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,여고괴담 3부작,여고괴담/여고괴담 두번째 이야기/여고괴담 세번째이야기 - 여우계단총 3 편,,2005.07.02.토 ~ 07.30.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
87,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,한국 괴수/공포 영화전,관속의 드라큐라/괴수 대전쟁/너 또한 별이 되어/미녀 공동묘지/백골령의 마검/비천괴수/살인나비를 쫓는 여자/우주괴인 왕마귀/월하의 사미인곡/천년호/초분(草墳)/춘색호곡총 12 편,,2005.07.05.화 ~ 07.08.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
88,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,한국 괴수/공포영화전 작품 재상영,관속의 드라큐라/너 또한 별이 되어/미녀 공동묘지/백골령의 마검/살인나비를 쫓는 여자/천년호/초분(草墳)/춘색호곡총 8 편,,2005.07.09.토 ~ 07.31.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
89,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,7월 클래식 한국영화 릴레이,마부/삼등과장/성춘향/아아 백범 김구선생/오발탄/춘향전/표류도/하녀/해바라기가족총 9 편,,2005.07.19.화 ~ 07.22.금,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,"모두 1963년 이전 작품, 저작권 보호기간 만료",
90,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,7월 한국영화 시간여행: 3인3색 (강사: 정성일),짝코총 1 편,,2005.07.21.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
91,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,시적다큐의 새로운 영역: 이지상 감독의 영화,십우도(十牛圖)1-심우(尋牛)/십우도(十牛圖)2-견적(見跡)총 2 편,,2005.07.22.금,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
92,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,7월 청소년을 위한 특별상영회,바람의 파이터총 1 편,,2005.07.23.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
93,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,8월 클래식 한국영화 릴레이,5인의 해병/구봉서의 벼락부자/노다지/돼지꿈/바보온달과 평강공주/사랑방 손님과 어머니/상록수/서울의 지붕밑/언니는 말괄량이/의적 일지매/장희빈/현해탄은 알고 있다총 12 편,,2005.08.02.화 ~ 08.05.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,모두 1963년 이전 작품,
94,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,다시 보고 싶은 그때 그 영화,검은머리/깊은밤 갑자기/대석굴암/마의 계단/살인마/수절/안개/암굴왕/장군의 수염/하녀/화분(꽃가루)총 11 편,,2005.08.06.토 ~ 08.28.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,하녀(1960년) 제외 나머지 모두 1963년 이후 작품,
95,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,한국 애니메이션 1967~,"괴수 대 전쟁/동물보물섬/마이크로특공대 다이야트론 5/철인 007/초합금 로봇 쏠라 원, 투, 드리/태권동자 마루치 아라치/해저탐험대 마린 X (해저탐험대 마린엑스)/호피와 차돌바위/황금철인/흥부와 놀부(인형극 동화영화)총 10 편",,2005.08.17.수 ~ 08.21.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,"황금철인(1968) 로그인 vod서비스, 태권동자 마루치아라치( 1977) vod 서비스",
96,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,8월 한국영화 시간여행: 3인3색 (강사: 허문영),물레방아총 1 편,,2005.08.18.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
97,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,이송희일 감독의 퀴어영화들,굿 로맨스/슈가힐(Sugar Hill)총 2 편,,2005.08.19.금,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
98,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,8월 청소년을 위한 특별상영회,인어공주총 1 편,,2005.08.27.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
99,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,9월 주말의 명화,낙동강은 흐르는가/도망자/렌의 애가/바보들의 행진/바보선언/반금련/산불/안개속의 탈출/어우동/증언/휴일총 11 편,,2005.09.03.토 ~ 09.25.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
100,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,9월 학술상영,"대중연희에서 영화로- 대중영화의 기원을 찾아서/두려움과 매혹의 이중주 -1960년대 공포영화를 중심으로/새로 쓰는 한국의 기록영화 -1950, 60년대를 중심으로/아름다운 악녀 최지희총 4 편",,2005.09.06.화 ~ 09.20.화,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 소개 자료,
101,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,9월 클래식 한국영화 릴레이,"골목안 풍경/단종애사/두만강아 잘 있거라/로맨스그레이/맹진사댁 경사/무정/새댁/싸우는 사자들/암행어사 박문수/연산군(장한사모편)/와룡선생 상경기/왕자 호동/월급쟁이/인목대비/주유천하/진시황제와 만리장성/폭군연산(복수,쾌거편)/하늘과 땅사이에/화랑도총 19 편",,2005.09.06.화 ~ 09.23.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,단종애사(1963) 제외 모두 1963년 이전 영화,
102,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,9월 한국영화 시간여행: 3인3색 (강사: 김소영),애꾸눈 박총 1 편,,2005.09.22.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
103,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,김정구 감독의 독립영화,엄마의 사랑은 끝이 없어라/역진화론- 갈아만든 에덴총 2 편,,2005.09.23.금,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
